exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,14,3,P03L14C03,9.0,9.0,P03L14C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,14,4,P03L14C04,1.0,1.0,P03L14C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,14,6,P03L14C06,12.0,12.0,P03L14C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,15,3,P03L15C03,2.0,2.0,P03L15C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,15,4,P03L15C04,5.0,5.0,P03L15C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,15,5,P03L15C05,1.0,1.0,P03L15C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,15,6,P03L15C06,8.0,8.0,P03L15C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,16,1,P03L16C01,6.0,6.0,P03L16C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,03,,16,2,P03L16C02,11.0,11.0,P03L16C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,1,1,P08L01C01,1.0,1.0,P08L01C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,1,2,P08L01C02,2.0,2.0,P08L01C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,1,3,P08L01C03,3.0,3.0,P08L01C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,2,1,P08L02C01,9.0,9.0,P08L02C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,2,2,P08L02C02,5.0,5.0,P08L02C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,2,3,P08L02C03,14.0,14.0,P08L02C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,3,2,P08L03C02,0.0,0.0,P08L03C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,3,3,P08L03C03,0.0,0.0,P08L03C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,4,1,P08L04C01,1.0,1.0,P08L04C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,4,2,P08L04C02,9.0,9.0,P08L04C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,4,3,P08L04C03,10.0,10.0,P08L04C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,7,1,P08L07C01,0.0,0.0,P08L07C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,7,2,P08L07C02,1.0,1.0,P08L07C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,7,3,P08L07C03,1.0,1.0,P08L07C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,8,2,P08L08C02,7.0,7.0,P08L08C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,8,3,P08L08C03,7.0,7.0,P08L08C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,9,1,P08L09C01,11.0,11.0,P08L09C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,9,2,P08L09C02,24.0,24.0,P08L09C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,9,3,P08L09C03,35.0,35.0,P08L09C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,10,2,P08L10C02,4.0,4.0,P08L10C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,10,3,P08L10C03,4.0,4.0,P08L10C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,12,1,P08L12C01,11.0,11.0,P08L12C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,12,2,P08L12C02,28.0,28.0,P08L12C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,08,,12,3,P08L12C03,39.0,39.0,P08L12C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,09,,1,1,P09L01C01,5110.0,5110.0,P09L01C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,09,,1,2,P09L01C02,2329.0,2329.0,P09L01C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,09,,1,3,P09L01C03,46.0,46.0,P09L01C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,09,,3,1,P09L03C01,5110.0,5110.0,P09L03C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,09,,3,2,P09L03C02,2329.0,2329.0,P09L03C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11043833,CSSS de Jonquière,09,,3,3,P09L03C03,46.0,46.0,P09L03C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,1,1,P03L01C01,52.0,52.0,P03L01C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,1,2,P03L01C02,41.0,41.0,P03L01C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,1,3,P03L01C03,136.0,136.0,P03L01C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,1,4,P03L01C04,163.0,163.0,P03L01C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,1,5,P03L01C05,20.0,20.0,P03L01C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,1,6,P03L01C06,412.0,412.0,P03L01C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,2,1,P03L02C01,86.0,86.0,P03L02C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,2,2,P03L02C02,134.0,134.0,P03L02C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,2,3,P03L02C03,360.0,360.0,P03L02C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,2,4,P03L02C04,303.0,303.0,P03L02C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,2,5,P03L02C05,45.0,45.0,P03L02C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,2,6,P03L02C06,928.0,928.0,P03L02C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,3,1,P03L03C01,138.0,138.0,P03L03C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,3,2,P03L03C02,175.0,175.0,P03L03C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,3,3,P03L03C03,496.0,496.0,P03L03C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,3,4,P03L03C04,466.0,466.0,P03L03C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,3,5,P03L03C05,65.0,65.0,P03L03C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,3,6,P03L03C06,1340.0,1340.0,P03L03C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,4,1,P03L04C01,84.0,84.0,P03L04C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,4,2,P03L04C02,129.0,129.0,P03L04C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,4,3,P03L04C03,337.0,337.0,P03L04C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,4,4,P03L04C04,328.0,328.0,P03L04C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,4,5,P03L04C05,44.0,44.0,P03L04C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,4,6,P03L04C06,922.0,922.0,P03L04C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,5,1,P03L05C01,54.0,54.0,P03L05C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,5,2,P03L05C02,46.0,46.0,P03L05C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,5,3,P03L05C03,159.0,159.0,P03L05C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,5,4,P03L05C04,138.0,138.0,P03L05C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,5,5,P03L05C05,21.0,21.0,P03L05C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,5,6,P03L05C06,418.0,418.0,P03L05C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,6,1,P03L06C01,38.0,38.0,P03L06C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,6,2,P03L06C02,28.0,28.0,P03L06C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,6,3,P03L06C03,103.0,103.0,P03L06C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,6,4,P03L06C04,75.0,75.0,P03L06C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,6,5,P03L06C05,17.0,17.0,P03L06C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,6,6,P03L06C06,261.0,261.0,P03L06C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,7,1,P03L07C01,16.0,16.0,P03L07C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,7,2,P03L07C02,18.0,18.0,P03L07C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,7,3,P03L07C03,56.0,56.0,P03L07C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,7,4,P03L07C04,63.0,63.0,P03L07C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,7,5,P03L07C05,4.0,4.0,P03L07C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,7,6,P03L07C06,157.0,157.0,P03L07C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,9,1,P03L09C01,0.0,0.0,P03L09C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,9,2,P03L09C02,1.0,1.0,P03L09C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,9,3,P03L09C03,6.0,6.0,P03L09C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,9,4,P03L09C04,16.0,16.0,P03L09C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,9,5,P03L09C05,4.0,4.0,P03L09C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,9,6,P03L09C06,27.0,27.0,P03L09C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,10,1,P03L10C01,5.0,5.0,P03L10C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,10,2,P03L10C02,3.0,3.0,P03L10C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,10,3,P03L10C03,23.0,23.0,P03L10C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,10,4,P03L10C04,23.0,23.0,P03L10C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,10,5,P03L10C05,3.0,3.0,P03L10C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,10,6,P03L10C06,57.0,57.0,P03L10C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,11,1,P03L11C01,5.0,5.0,P03L11C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,11,2,P03L11C02,4.0,4.0,P03L11C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,11,3,P03L11C03,29.0,29.0,P03L11C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,11,4,P03L11C04,39.0,39.0,P03L11C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,11,5,P03L11C05,7.0,7.0,P03L11C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,11,6,P03L11C06,84.0,84.0,P03L11C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,12,1,P03L12C01,3.0,3.0,P03L12C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,12,2,P03L12C02,4.0,4.0,P03L12C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,12,3,P03L12C03,21.0,21.0,P03L12C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,12,4,P03L12C04,26.0,26.0,P03L12C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,12,5,P03L12C05,6.0,6.0,P03L12C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,12,6,P03L12C06,60.0,60.0,P03L12C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,13,1,P03L13C01,2.0,2.0,P03L13C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,13,2,P03L13C02,0.0,0.0,P03L13C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,13,3,P03L13C03,8.0,8.0,P03L13C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,13,4,P03L13C04,13.0,13.0,P03L13C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,13,5,P03L13C05,1.0,1.0,P03L13C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,13,6,P03L13C06,24.0,24.0,P03L13C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,14,1,P03L14C01,2.0,2.0,P03L14C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,14,2,P03L14C02,5.0,5.0,P03L14C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,14,4,P03L14C04,8.0,8.0,P03L14C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,14,6,P03L14C06,15.0,15.0,P03L14C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,15,2,P03L15C02,3.0,3.0,P03L15C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,15,4,P03L15C04,5.0,5.0,P03L15C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,15,5,P03L15C05,1.0,1.0,P03L15C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,15,6,P03L15C06,9.0,9.0,P03L15C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,16,1,P03L16C01,14.0,14.0,P03L16C01,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,03,,16,2,P03L16C02,28.0,28.0,P03L16C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,08,,2,2,P08L02C02,2.0,2.0,P08L02C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,08,,4,2,P08L04C02,17.0,17.0,P08L04C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,08,,7,2,P08L07C02,1.0,1.0,P08L07C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,08,,9,2,P08L09C02,20.0,20.0,P08L09C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,01,11044104,CSSS de Rivière-du-Loup,08,,12,2,P08L12C02,20.0,20.0,P08L12C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,01,,1,3,P01L01C03,15.0,15.0,P01L01C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,01,,1,4,P01L01C04,15.0,15.0,P01L01C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,01,,14,3,P01L14C03,15.0,15.0,P01L14C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,01,,14,4,P01L14C04,15.0,15.0,P01L14C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,1,2,P02L01C02,1.0,1.0,P02L01C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,1,3,P02L01C03,2.0,2.0,P02L01C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,1,4,P02L01C04,8.0,8.0,P02L01C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,1,5,P02L01C05,2.0,2.0,P02L01C05,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,1,6,P02L01C06,13.0,13.0,P02L01C06,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,2,2,P02L02C02,9.0,9.0,P02L02C02,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,2,3,P02L02C03,47.0,47.0,P02L02C03,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
2016-2017,2016,AS481,02,11044187,CSSS Domaine-du-Roy,02,,2,4,P02L02C04,119.0,119.0,P02L02C04,00_brut\AS481\AS481_BD_2016_2017\AS481_BD_2016_2017.csv
