exercice,exercice_debut,rapport,sous_formulaire,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,feuille,col_index,entete,mapping
2010-2011,2010,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,01,,10,01,P01L10C01,0.0,0.0,P01L10C01,P01C01,P01C01,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,01,,11,01,P01L11C01,108.0,108.0,P01L11C01,P01C01,P01C01,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,01,01,P01L01C01,4.0,4.0,P01L01C01,P01C01,P01C01,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,02,01,P01L02C01,1.0,1.0,P01L02C01,P01C01,P01C01,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,03,01,P01L03C01,4.0,4.0,P01L03C01,P01C01,P01C01,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,04,01,P01L04C01,3.0,3.0,P01L04C01,P01C01,P01C01,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,05,01,P01L05C01,0.0,0.0,P01L05C01,P01C01,P01C01,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,06,01,P01L06C01,0.0,0.0,P01L06C01,P01C01,P01C01,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,07,01,P01L07C01,262.0,262.0,P01L07C01,P01C01,P01C01,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,08,01,P01L08C01,17.0,17.0,P01L08C01,P01C01,P01C01,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,09,01,P01L09C01,2.0,2.0,P01L09C01,P01C01,P01C01,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,10,01,P01L10C01,2.0,2.0,P01L10C01,P01C01,P01C01,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,01,,11,01,P01L11C01,295.0,295.0,P01L11C01,P01C01,P01C01,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,01,01,P01L01C01,10.0,10.0,P01L01C01,P01C01,P01C01,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,02,01,P01L02C01,2.0,2.0,P01L02C01,P01C01,P01C01,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,03,01,P01L03C01,0.0,0.0,P01L03C01,P01C01,P01C01,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,04,01,P01L04C01,2.0,2.0,P01L04C01,P01C01,P01C01,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,05,01,P01L05C01,0.0,0.0,P01L05C01,P01C01,P01C01,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,06,01,P01L06C01,2.0,2.0,P01L06C01,P01C01,P01C01,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,07,01,P01L07C01,297.0,297.0,P01L07C01,P01C01,P01C01,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,08,01,P01L08C01,21.0,21.0,P01L08C01,P01C01,P01C01,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,09,01,P01L09C01,0.0,0.0,P01L09C01,P01C01,P01C01,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,10,01,P01L10C01,0.0,0.0,P01L10C01,P01C01,P01C01,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,01,,11,01,P01L11C01,334.0,334.0,P01L11C01,P01C01,P01C01,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,01,01,P01L01C01,1.0,1.0,P01L01C01,P01C01,P01C01,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,02,01,P01L02C01,5.0,5.0,P01L02C01,P01C01,P01C01,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,03,01,P01L03C01,22.0,22.0,P01L03C01,P01C01,P01C01,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,04,01,P01L04C01,3.0,3.0,P01L04C01,P01C01,P01C01,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,05,01,P01L05C01,5.0,5.0,P01L05C01,P01C01,P01C01,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,06,01,P01L06C01,34.0,34.0,P01L06C01,P01C01,P01C01,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,07,01,P01L07C01,550.0,550.0,P01L07C01,P01C01,P01C01,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,08,01,P01L08C01,20.0,20.0,P01L08C01,P01C01,P01C01,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,09,01,P01L09C01,1.0,1.0,P01L09C01,P01C01,P01C01,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,10,01,P01L10C01,7.0,7.0,P01L10C01,P01C01,P01C01,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,01,,11,01,P01L11C01,648.0,648.0,P01L11C01,P01C01,P01C01,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,01,01,P01L01C01,1.0,1.0,P01L01C01,P01C01,P01C01,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,02,01,P01L02C01,0.0,0.0,P01L02C01,P01C01,P01C01,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,03,01,P01L03C01,0.0,0.0,P01L03C01,P01C01,P01C01,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,04,01,P01L04C01,0.0,0.0,P01L04C01,P01C01,P01C01,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,05,01,P01L05C01,1.0,1.0,P01L05C01,P01C01,P01C01,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,06,01,P01L06C01,0.0,0.0,P01L06C01,P01C01,P01C01,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,07,01,P01L07C01,528.0,528.0,P01L07C01,P01C01,P01C01,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,08,01,P01L08C01,0.0,0.0,P01L08C01,P01C01,P01C01,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,09,01,P01L09C01,0.0,0.0,P01L09C01,P01C01,P01C01,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,10,01,P01L10C01,0.0,0.0,P01L10C01,P01C01,P01C01,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,01,,11,01,P01L11C01,529.0,529.0,P01L11C01,P01C01,P01C01,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,01,01,P01L01C01,2.0,2.0,P01L01C01,P01C01,P01C01,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,02,01,P01L02C01,0.0,0.0,P01L02C01,P01C01,P01C01,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,03,01,P01L03C01,0.0,0.0,P01L03C01,P01C01,P01C01,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,04,01,P01L04C01,0.0,0.0,P01L04C01,P01C01,P01C01,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,05,01,P01L05C01,1.0,1.0,P01L05C01,P01C01,P01C01,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,06,01,P01L06C01,0.0,0.0,P01L06C01,P01C01,P01C01,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,07,01,P01L07C01,2397.0,2397.0,P01L07C01,P01C01,P01C01,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,08,01,P01L08C01,0.0,0.0,P01L08C01,P01C01,P01C01,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,09,01,P01L09C01,0.0,0.0,P01L09C01,P01C01,P01C01,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,10,01,P01L10C01,0.0,0.0,P01L10C01,P01C01,P01C01,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,01,,11,01,P01L11C01,2400.0,2400.0,P01L11C01,P01C01,P01C01,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,01,02,P01L01C02,49.0,49.0,P01L01C02,P01C02,P01C02,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,02,02,P01L02C02,10.0,10.0,P01L02C02,P01C02,P01C02,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,03,02,P01L03C02,10.0,10.0,P01L03C02,P01C02,P01C02,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,04,02,P01L04C02,8.0,8.0,P01L04C02,P01C02,P01C02,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,05,02,P01L05C02,0.0,0.0,P01L05C02,P01C02,P01C02,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,06,02,P01L06C02,0.0,0.0,P01L06C02,P01C02,P01C02,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,07,02,P01L07C02,274.0,274.0,P01L07C02,P01C02,P01C02,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,08,02,P01L08C02,11.0,11.0,P01L08C02,P01C02,P01C02,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,09,02,P01L09C02,0.0,0.0,P01L09C02,P01C02,P01C02,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,10,02,P01L10C02,0.0,0.0,P01L10C02,P01C02,P01C02,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,01,,11,02,P01L11C02,362.0,362.0,P01L11C02,P01C02,P01C02,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,01,02,P01L01C02,76.0,76.0,P01L01C02,P01C02,P01C02,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,02,02,P01L02C02,16.0,16.0,P01L02C02,P01C02,P01C02,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,03,02,P01L03C02,0.0,0.0,P01L03C02,P01C02,P01C02,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,04,02,P01L04C02,20.0,20.0,P01L04C02,P01C02,P01C02,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,05,02,P01L05C02,8.0,8.0,P01L05C02,P01C02,P01C02,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,06,02,P01L06C02,0.0,0.0,P01L06C02,P01C02,P01C02,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,07,02,P01L07C02,610.0,610.0,P01L07C02,P01C02,P01C02,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,08,02,P01L08C02,24.0,24.0,P01L08C02,P01C02,P01C02,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,09,02,P01L09C02,0.0,0.0,P01L09C02,P01C02,P01C02,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,10,02,P01L10C02,20.0,20.0,P01L10C02,P01C02,P01C02,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,01,,11,02,P01L11C02,774.0,774.0,P01L11C02,P01C02,P01C02,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,01,02,P01L01C02,132.0,132.0,P01L01C02,P01C02,P01C02,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,02,02,P01L02C02,36.0,36.0,P01L02C02,P01C02,P01C02,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,03,02,P01L03C02,0.0,0.0,P01L03C02,P01C02,P01C02,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,04,02,P01L04C02,16.0,16.0,P01L04C02,P01C02,P01C02,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,05,02,P01L05C02,95.0,95.0,P01L05C02,P01C02,P01C02,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,06,02,P01L06C02,0.0,0.0,P01L06C02,P01C02,P01C02,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,07,02,P01L07C02,735.0,735.0,P01L07C02,P01C02,P01C02,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,08,02,P01L08C02,16.0,16.0,P01L08C02,P01C02,P01C02,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,09,02,P01L09C02,0.0,0.0,P01L09C02,P01C02,P01C02,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,10,02,P01L10C02,0.0,0.0,P01L10C02,P01C02,P01C02,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,01,,11,02,P01L11C02,1030.0,1030.0,P01L11C02,P01C02,P01C02,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,01,02,P01L01C02,89.0,89.0,P01L01C02,P01C02,P01C02,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,02,02,P01L02C02,28.0,28.0,P01L02C02,P01C02,P01C02,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,03,02,P01L03C02,0.0,0.0,P01L03C02,P01C02,P01C02,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,04,02,P01L04C02,12.0,12.0,P01L04C02,P01C02,P01C02,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,05,02,P01L05C02,0.0,0.0,P01L05C02,P01C02,P01C02,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,06,02,P01L06C02,0.0,0.0,P01L06C02,P01C02,P01C02,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,07,02,P01L07C02,1410.0,1410.0,P01L07C02,P01C02,P01C02,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,08,02,P01L08C02,22.0,22.0,P01L08C02,P01C02,P01C02,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,09,02,P01L09C02,0.0,0.0,P01L09C02,P01C02,P01C02,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,10,02,P01L10C02,0.0,0.0,P01L10C02,P01C02,P01C02,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,01,,11,02,P01L11C02,1561.0,1561.0,P01L11C02,P01C02,P01C02,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,01,02,P01L01C02,0.0,0.0,P01L01C02,P01C02,P01C02,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,02,02,P01L02C02,21.0,21.0,P01L02C02,P01C02,P01C02,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,03,02,P01L03C02,67.0,67.0,P01L03C02,P01C02,P01C02,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,04,02,P01L04C02,0.0,0.0,P01L04C02,P01C02,P01C02,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,05,02,P01L05C02,22.0,22.0,P01L05C02,P01C02,P01C02,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,06,02,P01L06C02,0.0,0.0,P01L06C02,P01C02,P01C02,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,07,02,P01L07C02,490.0,490.0,P01L07C02,P01C02,P01C02,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,08,02,P01L08C02,20.0,20.0,P01L08C02,P01C02,P01C02,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,09,02,P01L09C02,0.0,0.0,P01L09C02,P01C02,P01C02,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,10,02,P01L10C02,0.0,0.0,P01L10C02,P01C02,P01C02,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,01,,11,02,P01L11C02,620.0,620.0,P01L11C02,P01C02,P01C02,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,01,02,P01L01C02,0.0,0.0,P01L01C02,P01C02,P01C02,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,02,02,P01L02C02,0.0,0.0,P01L02C02,P01C02,P01C02,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,03,02,P01L03C02,0.0,0.0,P01L03C02,P01C02,P01C02,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,04,02,P01L04C02,0.0,0.0,P01L04C02,P01C02,P01C02,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,05,02,P01L05C02,16.0,16.0,P01L05C02,P01C02,P01C02,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,06,02,P01L06C02,0.0,0.0,P01L06C02,P01C02,P01C02,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,07,02,P01L07C02,0.0,0.0,P01L07C02,P01C02,P01C02,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,08,02,P01L08C02,0.0,0.0,P01L08C02,P01C02,P01C02,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,09,02,P01L09C02,0.0,0.0,P01L09C02,P01C02,P01C02,9,SAHT,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,10,02,P01L10C02,0.0,0.0,P01L10C02,P01C02,P01C02,10,Centre de jour,colonne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,01,,11,02,P01L11C02,16.0,16.0,P01L11C02,P01C02,P01C02,11,Total,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,01,02,P01L01C02,24.0,24.0,P01L01C02,P01C02,P01C02,1,Unité de vie garde ouverte,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,02,02,P01L02C02,28.0,28.0,P01L02C02,P01C02,P01C02,2,Unité de vie garde fermée,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,03,02,P01L03C02,62.0,62.0,P01L03C02,P01C02,P01C02,3,Unité de vie régulière,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,04,02,P01L04C02,0.0,0.0,P01L04C02,P01C02,P01C02,4,Unité de vie santé mentale,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,05,02,P01L05C02,0.0,0.0,P01L05C02,P01C02,P01C02,5,Foyer de groupe,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,06,02,P01L06C02,13.0,13.0,P01L06C02,P01C02,P01C02,6,Autres RNI,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,07,02,P01L07C02,581.0,581.0,P01L07C02,P01C02,P01C02,7,RTF,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,08,02,P01L08C02,0.0,0.0,P01L08C02,P01C02,P01C02,8,RI,colonne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,01,,09,02,P01L09C02,35.0,35.0,P01L09C02,P01C02,P01C02,9,SAHT,colonne_fixe
