exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,sous_formulaire
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,15,8,P05L15C08,0.0,0.0,P05L15C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,16,8,P05L16C08,0.0,0.0,P05L16C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,17,8,P05L17C08,0.0,0.0,P05L17C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,18,8,P05L18C08,3.0,3.0,P05L18C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,19,8,P05L19C08,149.0,149.0,P05L19C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,20,8,P05L20C08,4.0,4.0,P05L20C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,21,8,P05L21C08,0.0,0.0,P05L21C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,22,8,P05L22C08,153.0,153.0,P05L22C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,1,1,P08L01C01,0.0,0.0,P08L01C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,2,1,P08L02C01,0.0,0.0,P08L02C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,3,1,P08L03C01,1.0,1.0,P08L03C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,5,1,P08L05C01,1.0,1.0,P08L05C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,6,1,P08L06C01,0.0,0.0,P08L06C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,7,1,P08L07C01,0.0,0.0,P08L07C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,8,1,P08L08C01,0.0,0.0,P08L08C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,9,1,P08L09C01,0.0,0.0,P08L09C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,10,1,P08L10C01,0.0,0.0,P08L10C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,11,1,P08L11C01,0.0,0.0,P08L11C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,12,1,P08L12C01,0.0,0.0,P08L12C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,13,1,P08L13C01,0.0,0.0,P08L13C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,14,1,P08L14C01,0.0,0.0,P08L14C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,15,1,P08L15C01,0.0,0.0,P08L15C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,16,1,P08L16C01,0.0,0.0,P08L16C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,17,1,P08L17C01,0.0,0.0,P08L17C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,18,1,P08L18C01,0.0,0.0,P08L18C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,19,1,P08L19C01,1.0,1.0,P08L19C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,20,1,P08L20C01,1.0,1.0,P08L20C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,21,1,P08L21C01,3.0,3.0,P08L21C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,08,,22,1,P08L22C01,2.0,2.0,P08L22C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,1,1,P09L01C01,0.0,0.0,P09L01C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,2,1,P09L02C01,0.0,0.0,P09L02C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,3,1,P09L03C01,0.0,0.0,P09L03C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,4,1,P09L04C01,2.0,2.0,P09L04C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,5,1,P09L05C01,1.0,1.0,P09L05C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,6,1,P09L06C01,0.0,0.0,P09L06C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,7,1,P09L07C01,3.0,3.0,P09L07C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,8,1,P09L08C01,0.0,0.0,P09L08C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,9,1,P09L09C01,0.0,0.0,P09L09C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,10,1,P09L10C01,0.0,0.0,P09L10C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,11,1,P09L11C01,6.0,6.0,P09L11C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,09,,12,1,P09L12C01,6.0,6.0,P09L12C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,2,P10L01C02,83.0,83.0,P10L01C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,3,P10L01C03,0.0,0.0,P10L01C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,4,P10L01C04,0.0,0.0,P10L01C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,5,P10L01C05,185.0,185.0,P10L01C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,6,P10L01C06,0.0,0.0,P10L01C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,7,P10L01C07,0.0,0.0,P10L01C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,8,P10L01C08,0.0,0.0,P10L01C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,9,P10L01C09,0.0,0.0,P10L01C09,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,1,10,P10L01C10,0.0,0.0,P10L01C10,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,2,1,P10L02C01,0.0,0.0,P10L02C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,3,1,P10L03C01,77.0,77.0,P10L03C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,4,1,P10L04C01,80.0,80.0,P10L04C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,5,1,P10L05C01,0.0,0.0,P10L05C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,10,,6,1,P10L06C01,260.0,260.0,P10L06C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,1,1,P11L01C01,58.0,58.0,P11L01C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,2,1,P11L02C01,19.0,19.0,P11L02C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,3,1,P11L03C01,77.0,77.0,P11L03C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,4,1,P11L04C01,0.0,0.0,P11L04C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,5,1,P11L05C01,0.0,0.0,P11L05C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,6,1,P11L06C01,0.0,0.0,P11L06C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,7,1,P11L07C01,0.0,0.0,P11L07C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,8,1,P11L08C01,0.0,0.0,P11L08C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,9,1,P11L09C01,0.0,0.0,P11L09C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,10,1,P11L10C01,0.0,0.0,P11L10C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,11,1,P11L11C01,3.0,3.0,P11L11C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,12,1,P11L12C01,0.0,0.0,P11L12C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,13,1,P11L13C01,0.0,0.0,P11L13C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,11,,14,1,P11L14C01,3.0,3.0,P11L14C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,1,2,P12L01C02,0.0,0.0,P12L01C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,1,3,P12L01C03,0.0,0.0,P12L01C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,1,4,P12L01C04,0.0,0.0,P12L01C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,1,5,P12L01C05,0.0,0.0,P12L01C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,2,2,P12L02C02,0.0,0.0,P12L02C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,2,3,P12L02C03,0.0,0.0,P12L02C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,2,4,P12L02C04,0.0,0.0,P12L02C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,2,5,P12L02C05,1.0,1.0,P12L02C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,3,2,P12L03C02,0.0,0.0,P12L03C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,3,3,P12L03C03,0.0,0.0,P12L03C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,3,4,P12L03C04,0.0,0.0,P12L03C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,3,5,P12L03C05,1.0,1.0,P12L03C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,4,2,P12L04C02,0.0,0.0,P12L04C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,4,3,P12L04C03,0.0,0.0,P12L04C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,4,4,P12L04C04,0.0,0.0,P12L04C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,4,5,P12L04C05,0.0,0.0,P12L04C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,5,2,P12L05C02,0.0,0.0,P12L05C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,5,3,P12L05C03,0.0,0.0,P12L05C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,5,4,P12L05C04,0.0,0.0,P12L05C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,5,5,P12L05C05,1.0,1.0,P12L05C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,6,2,P12L06C02,0.0,0.0,P12L06C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,7,2,P12L07C02,0.0,0.0,P12L07C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,8,2,P12L08C02,0.0,0.0,P12L08C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,9,1,P12L09C01,0.0,0.0,P12L09C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,10,1,P12L10C01,0.0,0.0,P12L10C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,11,1,P12L11C01,0.0,0.0,P12L11C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,12,1,P12L12C01,0.0,0.0,P12L12C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,13,1,P12L13C01,0.0,0.0,P12L13C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,14,1,P12L14C01,0.0,0.0,P12L14C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,15,5,P12L15C05,0.0,0.0,P12L15C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,16,5,P12L16C05,0.0,0.0,P12L16C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,12,,17,5,P12L17C05,0.0,0.0,P12L17C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,14,,1,1,P14L01C01,10.0,10.0,P14L01C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,14,,1,2,P14L01C02,148.0,148.0,P14L01C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,14,,1,3,P14L01C03,0.0,0.0,P14L01C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,14,,6,1,P14L06C01,1.0,1.0,P14L06C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,14,,8,1,P14L08C01,0.0,0.0,P14L08C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,14,,9,1,P14L09C01,6.0,6.0,P14L09C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,1,8,P15L01C08,9.0,9.0,P15L01C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,2,8,P15L02C08,9.0,9.0,P15L02C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,3,8,P15L03C08,14.0,14.0,P15L03C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,4,8,P15L04C08,6.0,6.0,P15L04C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,5,8,P15L05C08,12.0,12.0,P15L05C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,6,8,P15L06C08,6.0,6.0,P15L06C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,7,8,P15L07C08,11.0,11.0,P15L07C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,8,8,P15L08C08,9.0,9.0,P15L08C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,9,8,P15L09C08,6.0,6.0,P15L09C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,10,8,P15L10C08,6.0,6.0,P15L10C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,11,8,P15L11C08,5.0,5.0,P15L11C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,12,8,P15L12C08,13.0,13.0,P15L12C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,13,8,P15L13C08,9.0,9.0,P15L13C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,14,8,P15L14C08,9.0,9.0,P15L14C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,15,8,P15L15C08,7.0,7.0,P15L15C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,16,8,P15L16C08,8.0,8.0,P15L16C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,15,,17,8,P15L17C08,6.0,6.0,P15L17C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
