exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,sous_formulaire
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,04,,14,4,P04L14C04,21.0,21.0,P04L14C04,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,04,,14,5,P04L14C05,126.0,126.0,P04L14C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,04,,14,6,P04L14C06,18.0,18.0,P04L14C06,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,04,,14,7,P04L14C07,25.0,25.0,P04L14C07,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,1,8,P05L01C08,0.0,0.0,P05L01C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,2,8,P05L02C08,2.0,2.0,P05L02C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,3,8,P05L03C08,12.0,12.0,P05L03C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,4,8,P05L04C08,21.0,21.0,P05L04C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,5,8,P05L05C08,4.0,4.0,P05L05C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,6,8,P05L06C08,20.0,20.0,P05L06C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,7,8,P05L07C08,25.0,25.0,P05L07C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,8,8,P05L08C08,3817.0,3817.0,P05L08C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,9,8,P05L09C08,0.0,0.0,P05L09C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,10,8,P05L10C08,111.0,111.0,P05L10C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,11,8,P05L11C08,3.0,3.0,P05L11C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,12,8,P05L12C08,1.0,1.0,P05L12C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,13,8,P05L13C08,3.0,3.0,P05L13C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,14,8,P05L14C08,9.0,9.0,P05L14C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,15,8,P05L15C08,20.0,20.0,P05L15C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,16,8,P05L16C08,13.0,13.0,P05L16C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,17,8,P05L17C08,1.0,1.0,P05L17C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,18,8,P05L18C08,18.0,18.0,P05L18C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,19,8,P05L19C08,4080.0,4080.0,P05L19C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,20,8,P05L20C08,60.0,60.0,P05L20C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,21,8,P05L21C08,26.0,26.0,P05L21C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,05,,22,8,P05L22C08,4166.0,4166.0,P05L22C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,1,1,P08L01C01,21.0,21.0,P08L01C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,2,1,P08L02C01,19.0,19.0,P08L02C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,3,1,P08L03C01,93.0,93.0,P08L03C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,5,1,P08L05C01,93.0,93.0,P08L05C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,6,1,P08L06C01,15.0,15.0,P08L06C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,7,1,P08L07C01,0.0,0.0,P08L07C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,8,1,P08L08C01,15.0,15.0,P08L08C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,9,1,P08L09C01,5.0,5.0,P08L09C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,10,1,P08L10C01,0.0,0.0,P08L10C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,11,1,P08L11C01,5.0,5.0,P08L11C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,12,1,P08L12C01,0.0,0.0,P08L12C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,13,1,P08L13C01,0.0,0.0,P08L13C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,14,1,P08L14C01,24.0,24.0,P08L14C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,15,1,P08L15C01,2.0,2.0,P08L15C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,16,1,P08L16C01,0.0,0.0,P08L16C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,17,1,P08L17C01,1.0,1.0,P08L17C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,18,1,P08L18C01,0.0,0.0,P08L18C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,19,1,P08L19C01,154.0,154.0,P08L19C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,20,1,P08L20C01,38.0,38.0,P08L20C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,21,1,P08L21C01,332.0,332.0,P08L21C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,08,,22,1,P08L22C01,160.0,160.0,P08L22C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,1,1,P09L01C01,0.0,0.0,P09L01C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,2,1,P09L02C01,0.0,0.0,P09L02C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,3,1,P09L03C01,0.0,0.0,P09L03C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,4,1,P09L04C01,9.0,9.0,P09L04C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,5,1,P09L05C01,14.0,14.0,P09L05C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,6,1,P09L06C01,5.0,5.0,P09L06C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,7,1,P09L07C01,34.0,34.0,P09L07C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,8,1,P09L08C01,53.0,53.0,P09L08C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,9,1,P09L09C01,23.0,23.0,P09L09C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,10,1,P09L10C01,3.0,3.0,P09L10C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,11,1,P09L11C01,141.0,141.0,P09L11C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,09,,12,1,P09L12C01,121.0,121.0,P09L12C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,2,P10L01C02,120.0,120.0,P10L01C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,3,P10L01C03,309.0,309.0,P10L01C03,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,4,P10L01C04,166.0,166.0,P10L01C04,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,5,P10L01C05,194.0,194.0,P10L01C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,6,P10L01C06,0.0,0.0,P10L01C06,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,7,P10L01C07,0.0,0.0,P10L01C07,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,8,P10L01C08,174.0,174.0,P10L01C08,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,9,P10L01C09,123.0,123.0,P10L01C09,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,1,10,P10L01C10,0.0,0.0,P10L01C10,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,2,1,P10L02C01,4.0,4.0,P10L02C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,3,1,P10L03C01,68.0,68.0,P10L03C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,4,1,P10L04C01,67.0,67.0,P10L04C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,5,1,P10L05C01,66.0,66.0,P10L05C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,10,,6,1,P10L06C01,240.0,240.0,P10L06C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,1,1,P11L01C01,1363.0,1363.0,P11L01C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,2,1,P11L02C01,498.0,498.0,P11L02C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,3,1,P11L03C01,1861.0,1861.0,P11L03C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,4,1,P11L04C01,0.0,0.0,P11L04C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,5,1,P11L05C01,0.0,0.0,P11L05C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,6,1,P11L06C01,0.0,0.0,P11L06C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,7,1,P11L07C01,0.0,0.0,P11L07C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,8,1,P11L08C01,2.0,2.0,P11L08C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,9,1,P11L09C01,0.0,0.0,P11L09C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,10,1,P11L10C01,2.0,2.0,P11L10C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,11,1,P11L11C01,89.0,89.0,P11L11C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,12,1,P11L12C01,7.0,7.0,P11L12C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,13,1,P11L13C01,9.0,9.0,P11L13C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,11,,14,1,P11L14C01,105.0,105.0,P11L14C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,1,2,P12L01C02,0.0,0.0,P12L01C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,1,3,P12L01C03,0.0,0.0,P12L01C03,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,1,4,P12L01C04,0.0,0.0,P12L01C04,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,1,5,P12L01C05,13.0,13.0,P12L01C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,2,2,P12L02C02,0.0,0.0,P12L02C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,2,3,P12L02C03,16.0,16.0,P12L02C03,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,2,4,P12L02C04,9.0,9.0,P12L02C04,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,2,5,P12L02C05,10.0,10.0,P12L02C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,3,2,P12L03C02,0.0,0.0,P12L03C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,3,3,P12L03C03,16.0,16.0,P12L03C03,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,3,4,P12L03C04,9.0,9.0,P12L03C04,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,3,5,P12L03C05,23.0,23.0,P12L03C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,4,2,P12L04C02,0.0,0.0,P12L04C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,4,3,P12L04C03,11.0,11.0,P12L04C03,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,4,4,P12L04C04,8.0,8.0,P12L04C04,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,4,5,P12L04C05,17.0,17.0,P12L04C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,5,2,P12L05C02,0.0,0.0,P12L05C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,5,3,P12L05C03,5.0,5.0,P12L05C03,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,5,4,P12L05C04,1.0,1.0,P12L05C04,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,5,5,P12L05C05,6.0,6.0,P12L05C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,6,2,P12L06C02,0.0,0.0,P12L06C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,7,2,P12L07C02,0.0,0.0,P12L07C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,8,2,P12L08C02,0.0,0.0,P12L08C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,9,1,P12L09C01,16.0,16.0,P12L09C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,10,1,P12L10C01,199.0,199.0,P12L10C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,11,1,P12L11C01,231.0,231.0,P12L11C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,12,1,P12L12C01,9.0,9.0,P12L12C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,13,1,P12L13C01,16.0,16.0,P12L13C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,14,1,P12L14C01,22.0,22.0,P12L14C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,15,5,P12L15C05,10.0,10.0,P12L15C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,16,5,P12L16C05,7.0,7.0,P12L16C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,12,,17,5,P12L17C05,11.0,11.0,P12L17C05,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,14,,1,1,P14L01C01,317.0,317.0,P14L01C01,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
2014-2015,2014,AS480G,08,11042694,CJ de l'Abitibi-Témiscamingue,14,,1,2,P14L01C02,3896.0,3896.0,P14L01C02,00_brut\AS480\BD-AS-480G-2014-15\AS480G_BD_2014_2015.csv,AS480G
