jeu,exercice,centre_activites_code,centre_activites,programme,montant
depenses_par_activites,2023-2024,6552,Services dentaires curatifs - SAPA,Déficience intellectuelle et TSA,-8040.33
depenses_par_activites,2023-2024,6542,Services dentaires préventifs - SAPA,Déficience intellectuelle et TSA,2725.9
depenses_par_activites,2023-2024,6561,Services psychosociaux à domicile,Déficience intellectuelle et TSA,43056044.16
depenses_par_activites,2023-2024,6565,Services sociaux,Déficience intellectuelle et TSA,370204.94
depenses_par_activites,2023-2024,6140,Soins d'assistance aux usagers des maisons alternatives,Déficience intellectuelle et TSA,1504308.0
depenses_par_activites,2023-2024,6120,Soins infirmiers aux usagers des maisons alternatives,Déficience intellectuelle et TSA,492641.47
depenses_par_activites,2023-2024,6173,Soins infirmiers à domicile réguliers,Déficience intellectuelle et TSA,7089746.19
depenses_par_activites,2023-2024,7083,Soutien aux familles de personnes ayant un TSA - Allocations,Déficience intellectuelle et TSA,22190706.0
depenses_par_activites,2023-2024,7082,Soutien aux familles des personnes présentant une déficience intellectuelle - Allocations,Déficience intellectuelle et TSA,14797986.0
depenses_par_activites,2023-2024,7180,Soutien aux programmes - CRDI,Déficience intellectuelle et TSA,58300418.0
depenses_par_activites,2023-2024,5556,Suivi professionnel des usagers en RI-RTF - DI et TSA,Déficience intellectuelle et TSA,5280684.0
depenses_par_activites,2023-2024,7025,Support des plateaux de travail - Déficience intellectuelle et trouble du spectre de l'autisme,Déficience intellectuelle et TSA,10376662.0
depenses_par_activites,2023-2024,7024,Support des stages individuels - Déficience intellectuelle et trouble du spectre de l'autisme,Déficience intellectuelle et TSA,2938811.0
depenses_par_activites,2023-2024,7690,Transport externe des usagers,Déficience intellectuelle et TSA,769586.0
depenses_par_activites,2023-2024,7987,Activités spéciales dans les programmes - Déficience physique,Déficience physique,2371.0
depenses_par_activites,2023-2024,7108,"Adaptation et soutien à la personne, à la famille et aux proches - Déficience physique",Déficience physique,13877552.0
depenses_par_activites,2023-2024,8040,Adaptation/intégration sociales et adaptation professionnelle - Déficience motrice,Déficience physique,28089477.24
depenses_par_activites,2023-2024,8070,Adaptation/réadaptation - Déficience auditive,Déficience physique,29243503.0
depenses_par_activites,2023-2024,8080,Adaptation/réadaptation - Déficience du langage,Déficience physique,52226938.0
depenses_par_activites,2023-2024,8060,Adaptation/réadaptation - Déficience visuelle,Déficience physique,21608211.0
depenses_par_activites,2023-2024,6531,Aide à domicile régulière,Déficience physique,246468019.07
depenses_par_activites,2023-2024,6890,Animation - Loisirs,Déficience physique,2442488.84
depenses_par_activites,2023-2024,7012,Atelier de travail - Déficience physique,Déficience physique,8258.0
depenses_par_activites,2023-2024,5547,Autres ressources - Déficience physique,Déficience physique,3668553.0
depenses_par_activites,2023-2024,7910,Besoins spéciaux,Déficience physique,4198683.11
depenses_par_activites,2023-2024,6973,Centre de jour - Déficience physique,Déficience physique,8431350.0
depenses_par_activites,2023-2024,,Crédits des organismes communautaires,Déficience physique,44693209.0
depenses_par_activites,2023-2024,7391,Déplacement des personnes ayant une déficience physique,Déficience physique,2793542.0
depenses_par_activites,2023-2024,6430,Encadrement des ressources,Déficience physique,3602783.55
depenses_par_activites,2023-2024,6880,Ergothérapie,Déficience physique,6376861.55
depenses_par_activites,2023-2024,7164,Ergothérapie - Autres en CLSC,Déficience physique,3586088.59
depenses_par_activites,2023-2024,7161,Ergothérapie à domicile,Déficience physique,34691072.08
depenses_par_activites,2023-2024,5527,Familles d'accueil - Déficience physique,Déficience physique,229837.0
depenses_par_activites,2023-2024,6984,Foyers de groupe - Déficience physique,Déficience physique,1826238.0
depenses_par_activites,2023-2024,7152,Gestion et soutien aux autres programmes,Déficience physique,9028499.31
depenses_par_activites,2023-2024,7153,"Gestion et soutien aux programmes - Centre de réadaptation (Toxicomanes, DP)",Déficience physique,24703751.94
depenses_par_activites,2023-2024,7151,Gestion et soutien des services à domicile,Déficience physique,24453126.31
depenses_par_activites,2023-2024,6351,Inhalothérapie à domicile,Déficience physique,3474351.23
depenses_par_activites,2023-2024,6946,Internat - Déficience physique,Déficience physique,5765224.0
depenses_par_activites,2023-2024,6051,Médecine,Déficience physique,4008784.0
depenses_par_activites,2023-2024,7111,Nutrition à domicile,Déficience physique,3333125.99
depenses_par_activites,2023-2024,6862,Orthophonie,Déficience physique,371107.99
depenses_par_activites,2023-2024,6865,Orthophonie pour enfants en CLSC,Déficience physique,1836430.7
depenses_par_activites,2023-2024,6801,Pharmacie - Déficience motrice,Déficience physique,3701416.0
depenses_par_activites,2023-2024,6804,Pharmacie - Usagers hospitalisés,Déficience physique,1862012.39
depenses_par_activites,2023-2024,6805,Pharmacie - Usagers hébergés,Déficience physique,1193577.82
depenses_par_activites,2023-2024,6870,Physiothérapie,Déficience physique,7670801.56
depenses_par_activites,2023-2024,7166,Physiothérapie - Autres en CLSC,Déficience physique,2439850.09
depenses_par_activites,2023-2024,7162,Physiothérapie à domicile,Déficience physique,7466369.86
depenses_par_activites,2023-2024,7163,Prêt d'équipement aux usagers des services à domicile,Déficience physique,3810570.38
depenses_par_activites,2023-2024,6564,Psychologie,Déficience physique,83556.22
depenses_par_activites,2023-2024,5517,Ressources intermédiaires - Déficience physique,Déficience physique,25637970.0
depenses_par_activites,2023-2024,7042,Ressources résidentielles - Assistance résidentielle continue (déficience physique),Déficience physique,9951429.0
depenses_par_activites,2023-2024,7052,Ressources résidentielles avec allocations pour assistance résidentielle continue - Déficience physique,Déficience physique,2071225.0
depenses_par_activites,2023-2024,8020,Réadaptation pour adultes - Déficience motrice,Déficience physique,130049980.79
depenses_par_activites,2023-2024,8030,Réadaptation pour enfants - Déficience motrice,Déficience physique,65745195.0
depenses_par_activites,2023-2024,5537,Résidences d'accueil - Déficience physique,Déficience physique,3753258.0
depenses_par_activites,2023-2024,6390,Service de soins spirituels,Déficience physique,147788.97
depenses_par_activites,2023-2024,7943,Services d'aides techniques - Déficience auditive,Déficience physique,5483029.0
depenses_par_activites,2023-2024,7941,Services d'aides techniques - Déficience motrice,Déficience physique,104544794.0
depenses_par_activites,2023-2024,7942,Services d'aides techniques - Déficience visuelle,Déficience physique,5247658.0
depenses_par_activites,2023-2024,6552,Services dentaires curatifs - SAPA,Déficience physique,-16733.64
depenses_par_activites,2023-2024,6542,Services dentaires préventifs - SAPA,Déficience physique,8360.33
depenses_par_activites,2023-2024,6561,Services psychosociaux à domicile,Déficience physique,37229777.77
depenses_par_activites,2023-2024,6565,Services sociaux,Déficience physique,1867327.98
depenses_par_activites,2023-2024,6160,Soins d'assistance aux personnes en perte d'autonomie,Déficience physique,1056102.0
depenses_par_activites,2023-2024,6140,Soins d'assistance aux usagers des maisons alternatives,Déficience physique,5203017.0
depenses_par_activites,2023-2024,6060,Soins infirmiers aux personnes en perte d'autonomie,Déficience physique,1321525.0
depenses_par_activites,2023-2024,6120,Soins infirmiers aux usagers des maisons alternatives,Déficience physique,2416580.53
depenses_par_activites,2023-2024,6080,Soins infirmiers et d'assistance en unité de réadaptation fonctionnelle intensive,Déficience physique,30187453.37
depenses_par_activites,2023-2024,6173,Soins infirmiers à domicile réguliers,Déficience physique,47302959.25
depenses_par_activites,2023-2024,7081,Soutien aux familles des personnes ayant une déficience physique - Allocations,Déficience physique,9532911.0
depenses_par_activites,2023-2024,5557,Suivi professionnel des usagers en RI-RTF - DP,Déficience physique,306774.0
depenses_par_activites,2023-2024,7022,Support des stages en milieu de travail - Déficience physique,Déficience physique,369656.0
depenses_par_activites,2023-2024,7690,Transport externe des usagers,Déficience physique,2558341.48
depenses_par_activites,2023-2024,6320,Unité de retraitement des dispositifs médicaux,Déficience physique,2577476.13
depenses_par_activites,2023-2024,8090,Unité de réadaptation fonctionnelle intensive en centre de réadaptation pour déficience physique,Déficience physique,50771185.0
depenses_par_activites,2023-2024,8002,"Évaluation, expertise et orientation - Déficience physique",Déficience physique,5485853.0
depenses_par_activites,2023-2024,7988,Activités spéciales dans les programmes - Dépendance,Dépendances,1657939.0
depenses_par_activites,2023-2024,6570,Aire ouverte,Dépendances,80955.65
depenses_par_activites,2023-2024,5545,Autres ressources - Dépendances,Dépendances,5059801.0
depenses_par_activites,2023-2024,,Crédits des organismes communautaires,Dépendances,51560340.0
depenses_par_activites,2023-2024,6340,Désintoxication interne en milieu hospitalier,Dépendances,4411608.0
depenses_par_activites,2023-2024,6430,Encadrement des ressources,Dépendances,41256.72
depenses_par_activites,2023-2024,7152,Gestion et soutien aux autres programmes,Dépendances,2399129.18
depenses_par_activites,2023-2024,7153,"Gestion et soutien aux programmes - Centre de réadaptation (Toxicomanes, DP)",Dépendances,9282105.06
depenses_par_activites,2023-2024,6804,Pharmacie - Usagers hospitalisés,Dépendances,721550.13
depenses_par_activites,2023-2024,5515,Ressources intermédiaires - Dépendances,Dépendances,986492.0
depenses_par_activites,2023-2024,6660,Services externes en itinérance,Dépendances,10197049.01
depenses_par_activites,2023-2024,6680,Services externes en toxicomanie et dépendance,Dépendances,94424138.0
depenses_par_activites,2023-2024,6670,Services spécialisés en toxicomanie et dépendance - Usagers admis,Dépendances,39823339.0
depenses_par_activites,2023-2024,7690,Transport externe des usagers,Dépendances,337843.92
depenses_par_activites,2023-2024,6690,Unité d'intervention brève de traitement en toxicomanie,Dépendances,1664861.0
depenses_par_activites,2023-2024,7994,Activités spéciales dans les programmes-soutien - Gestion des bâtiments et des équipements,Gestion des bâtiments,476847.0
depenses_par_activites,2023-2024,7801,Entretien du parc immobilier et du parc d'équipement non médical et mobilier (propriété CHQ ou établissement public),Gestion des bâtiments,577566732.0
depenses_par_activites,2023-2024,7805,Entretien et réparation des espaces loués (établissement public),Gestion des bâtiments,5011621.0
depenses_par_activites,2023-2024,7802,Entretien et réparation des équipements médicaux,Gestion des bâtiments,185163265.0
depenses_par_activites,2023-2024,7807,Entretien et réparation du parc immobilier et du parc d'équipement non médical et mobilier - Autres (propriété autre que établissement public et CHQ),Gestion des bâtiments,28867152.0
depenses_par_activites,2023-2024,7703,Fonctionnement des installations - Autres,Gestion des bâtiments,723097540.0
depenses_par_activites,2023-2024,7701,Fonctionnement des installations - Internat pour personnes ayant une déficience intellectuelle,Gestion des bâtiments,104010.0
depenses_par_activites,2023-2024,7702,Fonctionnement des installations - Internat pour personnes ayant une déficience physique,Gestion des bâtiments,226587.0
depenses_par_activites,2023-2024,7650,Gestion des déchets biomédicaux,Gestion des bâtiments,25404919.0
depenses_par_activites,2023-2024,7646,Hygiène et salubrité - Désinfection suite à des transferts ou départs,Gestion des bâtiments,38643186.0
depenses_par_activites,2023-2024,7645,Hygiène et salubrité - Tâches fonctionnelles,Gestion des bâtiments,35271249.0
depenses_par_activites,2023-2024,7644,Hygiène et salubrité - Tâches opérationnelles,Gestion des bâtiments,649242949.0
depenses_par_activites,2023-2024,7806,Maintien d'actifs immobiliers (propriété CHQ ou établissement public),Gestion des bâtiments,9972920.0
depenses_par_activites,2023-2024,7710,Sécurité,Gestion des bâtiments,174466315.0
depenses_par_activites,2023-2024,5100,Accueil à la jeunesse (LPJ - LSJPA - LSSSS),Jeunes en difficulté,46770514.0
depenses_par_activites,2023-2024,7989,Activités spéciales dans les programmes - Jeunes en difficulté,Jeunes en difficulté,1338739.0
depenses_par_activites,2023-2024,7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",Jeunes en difficulté,309.0
depenses_par_activites,2023-2024,5870,Adoption (LSSSS),Jeunes en difficulté,20168767.0
depenses_par_activites,2023-2024,6570,Aire ouverte,Jeunes en difficulté,4045893.12
depenses_par_activites,2023-2024,5402,Assistance et soutien aux jeunes et à la famille - LPJ - LSSSS,Jeunes en difficulté,362880437.0
depenses_par_activites,2023-2024,5401,Assistance et soutien aux jeunes et à la famille - LSJPA,Jeunes en difficulté,19094971.0
depenses_par_activites,2023-2024,5403,Assistance et soutien aux ressources de type familial - LPJ - LSSSS,Jeunes en difficulté,6543402.0
depenses_par_activites,2023-2024,5541,Autres ressources - Jeunes en difficulté,Jeunes en difficulté,18002273.0
depenses_par_activites,2023-2024,5601,Centre de jour pour jeunes (LPJ - LSJPA - LSSSS),Jeunes en difficulté,4387427.0
depenses_par_activites,2023-2024,5850,Contentieux (LPJ - LSJPA - LSSSS),Jeunes en difficulté,37995620.0
depenses_par_activites,2023-2024,,Crédits des organismes communautaires,Jeunes en difficulté,154761530.0
depenses_par_activites,2023-2024,5202,Demandes d'intervention auprès des jeunes contrevenants (LSJPA),Jeunes en difficulté,8865792.0
depenses_par_activites,2023-2024,6430,Encadrement des ressources,Jeunes en difficulté,33008601.34
depenses_par_activites,2023-2024,6370,Enseignement scolaire,Jeunes en difficulté,1492945.0
depenses_par_activites,2023-2024,7164,Ergothérapie - Autres en CLSC,Jeunes en difficulté,6722804.57
depenses_par_activites,2023-2024,5810,Expertise à la Cour supérieure (LSSSS),Jeunes en difficulté,4211914.0
depenses_par_activites,2023-2024,5521,Familles d'accueil - Jeunes en difficulté,Jeunes en difficulté,459138832.0
depenses_par_activites,2023-2024,6989,Foyers de groupe - Jeunes en difficulté (LPJ - LSJPA - LSSSS),Jeunes en difficulté,76587760.0
depenses_par_activites,2023-2024,7152,Gestion et soutien aux autres programmes,Jeunes en difficulté,58068433.24
depenses_par_activites,2023-2024,5203,Mécanismes d'accès (LPJ - LSJPA - LSSSS),Jeunes en difficulté,9815638.0
depenses_par_activites,2023-2024,5820,Médiation familiale (LSSSS),Jeunes en difficulté,63395.0
depenses_par_activites,2023-2024,6865,Orthophonie pour enfants en CLSC,Jeunes en difficulté,7000742.25
depenses_par_activites,2023-2024,7166,Physiothérapie - Autres en CLSC,Jeunes en difficulté,2453337.87
depenses_par_activites,2023-2024,5580,Postulants familles d'accueil de proximité - Jeunes en difficulté,Jeunes en difficulté,22300167.0
depenses_par_activites,2023-2024,5880,Programme d'intervention socio-judiciaire en conflits sévères de séparation,Jeunes en difficulté,924972.0
depenses_par_activites,2023-2024,5603,Programme de qualification des jeunes (PQJ) (LPJ - LSJPA - LSSSS),Jeunes en difficulté,14074114.0
depenses_par_activites,2023-2024,5830,Recherche d'antécédents et retrouvailles (LSSSS),Jeunes en difficulté,3606335.0
depenses_par_activites,2023-2024,5511,Ressources intermédiaires - Jeunes en difficulté,Jeunes en difficulté,27627893.0
depenses_par_activites,2023-2024,5700,Révision des mesures (LPJ),Jeunes en difficulté,17524014.0
depenses_par_activites,2023-2024,5860,Santé des jeunes (LPJ - LSJPA - LSSSS),Jeunes en difficulté,10674825.0
depenses_par_activites,2023-2024,5602,Service d'apprentissage aux habitudes de travail (LPJ - LSJPA - LSSSS),Jeunes en difficulté,1713149.0
depenses_par_activites,2023-2024,5910,Services psychosociaux pour les jeunes en difficulté et leur famille,Jeunes en difficulté,247996239.0
depenses_par_activites,2023-2024,7690,Transport externe des usagers,Jeunes en difficulté,21127529.81
depenses_par_activites,2023-2024,5590,Tutelle à un enfant,Jeunes en difficulté,48333558.0
depenses_par_activites,2023-2024,5505,Unités de vie ouvertes pour jeunes mères en difficulté d'adaptation (LPJ - LSSSS),Jeunes en difficulté,963473.0
depenses_par_activites,2023-2024,5502,Unités de vie pour jeunes - Fermée (LPJ - LSJPA),Jeunes en difficulté,56434552.0
depenses_par_activites,2023-2024,5501,Unités de vie pour jeunes - Ouverte,Jeunes en difficulté,309196076.0
depenses_par_activites,2023-2024,5201,Évaluation / Orientation (LPJ),Jeunes en difficulté,138322339.0
depenses_par_activites,2023-2024,6012,Activités de soins pour adolescents (13 à 17 ans),Santé mentale,17762037.0
depenses_par_activites,2023-2024,6011,Activités de soins pour enfants (0 à 12 ans),Santé mentale,2259927.0
depenses_par_activites,2023-2024,6013,Activités de soins pour jeunes (non réparti),Santé mentale,15613200.0
depenses_par_activites,2023-2024,6023,Activités générales de soins aigus,Santé mentale,264146203.0
depenses_par_activites,2023-2024,6031,Activités générales de soins aigus,Santé mentale,18009492.0
depenses_par_activites,2023-2024,6024,Activités générales de soins et de traitements pour une longue période,Santé mentale,8606615.0
depenses_par_activites,2023-2024,6032,Activités générales de soins et de traitements pour une longue période,Santé mentale,3194905.0
depenses_par_activites,2023-2024,7983,Activités spéciales dans les programmes - Santé mentale,Santé mentale,1660585.0
depenses_par_activites,2023-2024,6026,Activités spécialisées,Santé mentale,21499005.0
depenses_par_activites,2023-2024,7105,"Adaptation et soutien à la personne, à la famille et aux proches - Santé mentale",Santé mentale,120625.0
depenses_par_activites,2023-2024,6531,Aide à domicile régulière,Santé mentale,2493898.28
depenses_par_activites,2023-2024,6570,Aire ouverte,Santé mentale,4493037.16
depenses_par_activites,2023-2024,6890,Animation - Loisirs,Santé mentale,2437125.94
depenses_par_activites,2023-2024,7013,Atelier de travail - Santé mentale,Santé mentale,709603.0
depenses_par_activites,2023-2024,5543,Autres ressources - Santé mentale,Santé mentale,30864458.0
depenses_par_activites,2023-2024,7910,Besoins spéciaux,Santé mentale,899690.33
depenses_par_activites,2023-2024,6978,Centre de jour en santé mentale - Adultes (18 - 100 ans),Santé mentale,3192021.0
depenses_par_activites,2023-2024,,Crédits des organismes communautaires,Santé mentale,168174022.0
depenses_par_activites,2023-2024,6430,Encadrement des ressources,Santé mentale,13012130.98
depenses_par_activites,2023-2024,6880,Ergothérapie,Santé mentale,9814045.73
depenses_par_activites,2023-2024,5523,Familles d'accueil - Santé mentale,Santé mentale,30830.0
depenses_par_activites,2023-2024,5950,Formation donnée par le personnel infirmier,Santé mentale,1683202.27
depenses_par_activites,2023-2024,6986,Foyers de groupe en santé mentale - Adultes (18 - 100 ans),Santé mentale,31987426.0
depenses_par_activites,2023-2024,6985,Foyers de groupe en santé mentale - Jeunes (0 - 17 ans),Santé mentale,6951139.0
depenses_par_activites,2023-2024,7152,Gestion et soutien aux autres programmes,Santé mentale,83060109.99
depenses_par_activites,2023-2024,7151,Gestion et soutien des services à domicile,Santé mentale,533097.89
depenses_par_activites,2023-2024,6281,Hôpital de jour en pédopsychiatrie (0 - 17 ans),Santé mentale,5334256.0
depenses_par_activites,2023-2024,6282,Hôpital de jour en santé mentale - Adultes (18 - 100 ans),Santé mentale,5341761.0
depenses_par_activites,2023-2024,6583,Infirmières praticiennes spécialisées en santé mentale,Santé mentale,12647304.0
depenses_par_activites,2023-2024,5922,Intervention et suivi de crise - Santé mentale,Santé mentale,22959534.0
depenses_par_activites,2023-2024,6021,Interventions brèves,Santé mentale,26143240.0
depenses_par_activites,2023-2024,7033,Intégration à l'emploi - Santé mentale,Santé mentale,911506.0
depenses_par_activites,2023-2024,6240,L'urgence,Santé mentale,101110910.85
depenses_par_activites,2023-2024,5930,Mécanisme d'accès et services spécifiques en santé mentale,Santé mentale,227133987.0
depenses_par_activites,2023-2024,6803,Pharmacie - Usagers externes en CH,Santé mentale,10518097.25
depenses_par_activites,2023-2024,6804,Pharmacie - Usagers hospitalisés,Santé mentale,35233199.38
depenses_par_activites,2023-2024,6805,Pharmacie - Usagers hébergés,Santé mentale,1949250.14
depenses_par_activites,2023-2024,6870,Physiothérapie,Santé mentale,1572315.12
depenses_par_activites,2023-2024,5944,Programme pour les premiers épisodes psychotiques,Santé mentale,19375017.0
depenses_par_activites,2023-2024,7163,Prêt d'équipement aux usagers des services à domicile,Santé mentale,73579.14
depenses_par_activites,2023-2024,6100,Psychiatrie légale,Santé mentale,80141518.0
depenses_par_activites,2023-2024,6564,Psychologie,Santé mentale,10118998.72
depenses_par_activites,2023-2024,5513,Ressources intermédiaires - Santé mentale,Santé mentale,208226779.0
depenses_par_activites,2023-2024,7043,Ressources résidentielles - Assistance résidentielle continue (santé mentale),Santé mentale,16715620.0
depenses_par_activites,2023-2024,7053,Ressources résidentielles avec allocations pour assistance résidentielle continue - Santé mentale,Santé mentale,99943.0
depenses_par_activites,2023-2024,6025,Réadaptation active,Santé mentale,11753433.0
depenses_par_activites,2023-2024,5533,Résidences d'accueil - Santé mentale,Santé mentale,56329742.0
depenses_par_activites,2023-2024,6390,Service de soins spirituels,Santé mentale,526556.43
depenses_par_activites,2023-2024,6332,Services d'évaluation et de traitement de deuxième et troisième ligne en santé mentale - 18 ans et plus,Santé mentale,129665435.0
depenses_par_activites,2023-2024,6331,Services d'évaluation et de traitement de deuxième et troisième ligne en santé mentale - Moins de 18 ans,Santé mentale,51501503.0
depenses_par_activites,2023-2024,6660,Services externes en itinérance,Santé mentale,37000935.27
depenses_par_activites,2023-2024,6561,Services psychosociaux à domicile,Santé mentale,2031573.86
depenses_par_activites,2023-2024,6565,Services sociaux,Santé mentale,20885307.09
depenses_par_activites,2023-2024,6274,Soins d'assistance de longue durée - Autres clientèles avec diagnostic psychiatrique,Santé mentale,21733600.0
depenses_par_activites,2023-2024,6272,Soins d'assistance en longue durée pour la clientèle asilaire,Santé mentale,3044794.0
depenses_par_activites,2023-2024,6273,Soins infirmiers de longue durée - Autres clientèles avec diagnostic psychiatrique,Santé mentale,28539597.0
depenses_par_activites,2023-2024,6271,Soins infirmiers en longue durée pour la clientèle asilaire,Santé mentale,3983399.0
depenses_par_activites,2023-2024,6172,Soins infirmiers à domicile (santé mentale),Santé mentale,1999692.0
depenses_par_activites,2023-2024,6173,Soins infirmiers à domicile réguliers,Santé mentale,2429182.7
depenses_par_activites,2023-2024,6022,Soins intensifs,Santé mentale,30925996.0
depenses_par_activites,2023-2024,5410,Soutien aux services de santé mentale (LSSSS),Santé mentale,8075171.0
depenses_par_activites,2023-2024,5942,Soutien d'intensité variable,Santé mentale,60492146.0
depenses_par_activites,2023-2024,5943,Suivi d'intensité flexible,Santé mentale,12499814.0
depenses_par_activites,2023-2024,5941,Suivi intensif dans le milieu,Santé mentale,54868057.0
depenses_par_activites,2023-2024,5553,Suivi professionnel des usagers en RI-RTF-SM,Santé mentale,25342829.0
depenses_par_activites,2023-2024,7023,Support des stages en milieu de travail - Santé mentale,Santé mentale,107115.0
depenses_par_activites,2023-2024,7690,Transport externe des usagers,Santé mentale,578606.66
depenses_par_activites,2023-2024,5504,Unités de vie ouvertes pour jeunes - Santé mentale,Santé mentale,30356852.0
depenses_par_activites,2023-2024,7062,Accompagnement des usagers atteints de cancer par l'IPO,Santé physique,31241919.0
depenses_par_activites,2023-2024,7982,Activités spéciales dans les programmes - Santé physique,Santé physique,49188184.0
depenses_par_activites,2023-2024,8040,Adaptation/intégration sociales et adaptation professionnelle - Déficience motrice,Santé physique,10747.76
depenses_par_activites,2023-2024,6531,Aide à domicile régulière,Santé physique,41364277.84
depenses_par_activites,2023-2024,6570,Aire ouverte,Santé physique,315325.28
depenses_par_activites,2023-2024,6604,Anatomopathologie,Santé physique,104930619.0
depenses_par_activites,2023-2024,6836,Angioradiologie (excluant cardiaque),Santé physique,63461027.0
depenses_par_activites,2023-2024,6890,Animation - Loisirs,Santé physique,2208234.2
depenses_par_activites,2023-2024,6861,Audiologie,Santé physique,16060227.0
depenses_par_activites,2023-2024,6863,Audiologie et orthophonie - Autres en CLSC,Santé physique,825191.0
depenses_par_activites,2023-2024,6864,Audiologie et orthophonie à domicile,Santé physique,255420.0
depenses_par_activites,2023-2024,5542,Autres ressources - Santé physique,Santé physique,1439881.0
depenses_par_activites,2023-2024,6601,Banque de sang,Santé physique,40787372.0
depenses_par_activites,2023-2024,6363,Bloc obstétrical,Santé physique,45089196.0
depenses_par_activites,2023-2024,6260,Bloc opératoire,Santé physique,1258031212.0
depenses_par_activites,2023-2024,6632,Centre de prélèvements ne relevant pas des laboratoires de biologie médicale,Santé physique,14127100.19
depenses_par_activites,2023-2024,6631,Centre de prélèvements relevant des laboratoires de biologie médicale,Santé physique,16760532.35
depenses_par_activites,2023-2024,6650,Chambre hyperbare,Santé physique,1512050.0
depenses_par_activites,2023-2024,6052,Chirurgie,Santé physique,239182713.3
depenses_par_activites,2023-2024,6070,Chirurgie d'un jour,Santé physique,76632154.0
depenses_par_activites,2023-2024,6309,Consultation et suivi de la procréation assistée,Santé physique,9143992.0
depenses_par_activites,2023-2024,6302,Consultations externes spécialisées,Santé physique,279593465.0
depenses_par_activites,2023-2024,,Crédits des organismes communautaires,Santé physique,60126706.0
depenses_par_activites,2023-2024,6845,Curiethérapie,Santé physique,8091313.0
depenses_par_activites,2023-2024,6605,Cytologie,Santé physique,22104225.0
depenses_par_activites,2023-2024,6795,Dialyse péritonéale,Santé physique,33486345.0
depenses_par_activites,2023-2024,6602,Dépistage prénatal,Santé physique,4353203.0
depenses_par_activites,2023-2024,7404,Déplacement des cas électifs,Santé physique,26008899.0
depenses_par_activites,2023-2024,7395,Déplacement des personnes en hémodialyse,Santé physique,8543697.0
depenses_par_activites,2023-2024,7405,Déplacement des usagers autochtones inscrits au registre des autochtones,Santé physique,132597920.0
depenses_par_activites,2023-2024,7403,Déplacement des usagers par évacuations aéromédicales du Québec (EVAQ),Santé physique,32064265.0
depenses_par_activites,2023-2024,7401,"Déplacement des usagers, soit entre les établissements, soit entre l'établissement et la maison de soins palliatifs ou en attente d'aide médicale à mourir",Santé physique,95292816.0
depenses_par_activites,2023-2024,7402,"Déplacement en ambulance vers une maison de soins palliatifs, pour des usagers en soins de fin de vie ou pour des usagers âgés de 65 ans et plus",Santé physique,55037016.0
depenses_par_activites,2023-2024,6430,Encadrement des ressources,Santé physique,105484.46
depenses_par_activites,2023-2024,6770,Endoscopie,Santé physique,150079034.0
depenses_par_activites,2023-2024,6880,Ergothérapie,Santé physique,66705135.57
depenses_par_activites,2023-2024,7161,Ergothérapie à domicile,Santé physique,10945614.22
depenses_par_activites,2023-2024,5950,Formation donnée par le personnel infirmier,Santé physique,31651504.22
depenses_par_activites,2023-2024,7152,Gestion et soutien aux autres programmes,Santé physique,108351806.93
depenses_par_activites,2023-2024,7151,Gestion et soutien des services à domicile,Santé physique,12768512.03
depenses_par_activites,2023-2024,7070,Guichet d'investigation en cancérologie,Santé physique,4428883.0
depenses_par_activites,2023-2024,6609,Génétique médicale,Santé physique,36625595.0
depenses_par_activites,2023-2024,6210,Hospitalisation à domicile,Santé physique,2786157.0
depenses_par_activites,2023-2024,6794,Hémodialyse hors de l'unité de dialyse,Santé physique,3617922.0
depenses_par_activites,2023-2024,6792,Hémodialyse semi-autonome en unité de dialyse,Santé physique,3812503.0
depenses_par_activites,2023-2024,6791,Hémodialyse traditionnelle en unité de dialyse,Santé physique,200314763.0
depenses_par_activites,2023-2024,6793,Hémodialyse à domicile,Santé physique,6635850.0
depenses_par_activites,2023-2024,6751,Hémodynamie,Santé physique,138121327.0
depenses_par_activites,2023-2024,6180,Hôtellerie hospitalière,Santé physique,2005558.0
depenses_par_activites,2023-2024,6581,Infirmières praticiennes spécialisées en néonatalogie,Santé physique,5117827.0
depenses_par_activites,2023-2024,6584,Infirmières praticiennes spécialisées en soins aux adultes,Santé physique,24126584.0
depenses_par_activites,2023-2024,6582,Infirmières praticiennes spécialisées en soins pédiatriques,Santé physique,6417212.0
depenses_par_activites,2023-2024,6352,Inhalothérapie - Autres,Santé physique,199633677.0
depenses_par_activites,2023-2024,6351,Inhalothérapie à domicile,Santé physique,23658774.5
depenses_par_activites,2023-2024,7090,L'unité de médecine de jour,Santé physique,201976055.0
depenses_par_activites,2023-2024,6240,L'urgence,Santé physique,978737721.15
depenses_par_activites,2023-2024,6607,Laboratoires regroupés,Santé physique,629157578.0
depenses_par_activites,2023-2024,7063,Ligne téléphonique INFO-ONCO,Santé physique,327086.0
depenses_par_activites,2023-2024,6837,Lithotripsie,Santé physique,234888.0
depenses_par_activites,2023-2024,6833,Mammographie,Santé physique,18968683.0
depenses_par_activites,2023-2024,6365,Maternité et soins de base aux nouveau-nés,Santé physique,57326295.0
depenses_par_activites,2023-2024,6364,"Maternité, soins de base aux nouveau-nés et bloc obstétrical (Non réparti)",Santé physique,245557290.0
depenses_par_activites,2023-2024,6051,Médecine,Santé physique,753384577.46
