famille,fichier,chemin_relatif,exercice,format,taille_ko,metrique_type,metrique_valeur
Racine / divers,03-Contour-Financier-Depenses-prog-par-CA-2014-15.xlsx,03-Contour-Financier-Depenses-prog-par-CA-2014-15.xlsx,2014,xlsx,42.4,feuilles,1
Racine / divers,10-614-01.pdf,10-614-01.pdf,,pdf,227.0,,
Racine / divers,11-614-01F (1).pdf,11-614-01F (1).pdf,,pdf,644.6,,
Racine / divers,11-614-01F.pdf,11-614-01F.pdf,,pdf,644.6,,
Racine / divers,12-614-01F.pdf,12-614-01F.pdf,,pdf,706.2,,
Racine / divers,13-614-02F.pdf,13-614-02F.pdf,,pdf,495.8,,
Racine / divers,14-614-02F.pdf,14-614-02F.pdf,,pdf,1077.4,,
Racine / divers,15-614-01W.pdf,15-614-01W.pdf,,pdf,447.1,,
Racine / divers,16-614-01F.pdf,16-614-01F.pdf,,pdf,895.0,,
AS478,06_AS478-2010-11-FORMULAIRE.xls,Archives/AS478/2010-2011/06_AS478-2010-11-FORMULAIRE.xls,2010-2011,xls,1316.0,erreur,openpyxl does not support the old .xls f
AS478,06_AS478_C07_BDan2010_2011.zip,Archives/AS478/2010-2011/06_AS478_C07_BDan2010_2011.zip,2010-2011,zip,1611.0,membres,1
AS478,AS-478-Explications.pdf,Archives/AS478/2010-2011/AS-478-Explications.pdf,2010-2011,pdf,218.0,,
AS478,06_AS-478-2011-12-EXPLICATIONS.zip,Archives/AS478/2011-2012/06_AS-478-2011-12-EXPLICATIONS.zip,2011-2012,zip,399.6,membres,2
AS478,07_AS478-2011-12-FORMULAIRE.xls,Archives/AS478/2011-2012/07_AS478-2011-12-FORMULAIRE.xls,2011-2012,xls,1207.0,erreur,openpyxl does not support the old .xls f
AS478,07_AS47x_C07_BDan2011_2012.zip,Archives/AS478/2011-2012/07_AS47x_C07_BDan2011_2012.zip,2011-2012,zip,1413.9,membres,1
AS478,07_AS-478-2012-13-EXPLICATIONS.pdf,Archives/AS478/2012-2013/07_AS-478-2012-13-EXPLICATIONS.pdf,2012-2013,pdf,211.8,,
AS478,08_AS47x_C07_BDan2012_2013.zip,Archives/AS478/2012-2013/08_AS47x_C07_BDan2012_2013.zip,2012-2013,zip,1373.8,membres,1
AS478,AS-478-Formulaire_2012_2013.xls,Archives/AS478/2012-2013/AS-478-Formulaire_2012_2013.xls,2012-2013,xls,1206.5,erreur,openpyxl does not support the old .xls f
AS478,08_AS-478-2013-14-EXPLICATIONS.pdf,Archives/AS478/2013-2014/08_AS-478-2013-14-EXPLICATIONS.pdf,2013-2014,pdf,198.7,,
AS478,08_AS478-2013-14-FORMULAIRE.pdf,Archives/AS478/2013-2014/08_AS478-2013-14-FORMULAIRE.pdf,2013-2014,pdf,1624.6,,
AS478,09_AS478_C07_BDan2013_2014.zip,Archives/AS478/2013-2014/09_AS478_C07_BDan2013_2014.zip,2013-2014,zip,1354.3,membres,1
AS478,09_AS-478-2014-15-EXPLICATIONS.pdf,Archives/AS478/2014-2015/09_AS-478-2014-15-EXPLICATIONS.pdf,2014-2015,pdf,259.1,,
AS478,09_AS478-2014-15-FORMULAIRE.pdf,Archives/AS478/2014-2015/09_AS478-2014-15-FORMULAIRE.pdf,2014-2015,pdf,365.6,,
AS478,10_AS478_BD_2014_2015.zip,Archives/AS478/2014-2015/10_AS478_BD_2014_2015.zip,2014-2015,zip,1288.2,membres,1
AS478,AS478_2015-2016_11043312.pdf,Archives/AS478/2015-2016/AS478_2015-2016_11043312.pdf,2015-2016,pdf,1050.8,,
AS478,AS478_BD_2015_2016.zip,Archives/AS478/2015-2016/AS478_BD_2015_2016.zip,2015-2016,zip,1343.5,membres,1
AS478,AS478_2016-2017_11043312.pdf,Archives/AS478/2016-2017/AS478_2016-2017_11043312.pdf,2016-2017,pdf,767.2,,
AS478,AS478_BD_2016_2017.zip,Archives/AS478/2016-2017/AS478_BD_2016_2017.zip,2016-2017,zip,1362.9,membres,1
AS478,AS478_2017-2018_11043312.pdf,Archives/AS478/2017-2018/AS478_2017-2018_11043312.pdf,2017-2018,pdf,4897.3,,
AS478,AS478_BD_2017_2018.zip,Archives/AS478/2017-2018/AS478_BD_2017_2018.zip,2017-2018,zip,1401.1,membres,1
AS478,AS-478-2018-2019-11045119.pdf,Archives/AS478/2018-2019/AS-478-2018-2019-11045119.pdf,2018-2019,pdf,575.4,,
AS478,AS478_BD_2018_2019.csv,Archives/AS478/2018-2019/AS478_BD_2018_2019.csv,2018-2019,csv,17038.4,lignes,127143
AS478,AS-478-2019-2020-11045119.pdf,Archives/AS478/2019-2020/AS-478-2019-2020-11045119.pdf,2019-2020,pdf,11066.5,,
AS478,AS478_BD_2019_2020.csv,Archives/AS478/2019-2020/AS478_BD_2019_2020.csv,2019-2020,csv,12899.6,lignes,101863
AS478,AS-478-2020-2021-1104-5119.pdf,Archives/AS478/2020-2021/AS-478-2020-2021-1104-5119.pdf,2020-2021,pdf,577.7,,
AS478,AS478_BD_2020_2021.csv,Archives/AS478/2020-2021/AS478_BD_2020_2021.csv,2020-2021,csv,13170.5,lignes,97292
AS478,AS-478_2021-2022_01_11045119.pdf,Archives/AS478/2021-2022/AS-478_2021-2022_01_11045119.pdf,2021-2022,pdf,11421.7,,
AS478,AS478_BD_2021_2022.csv,Archives/AS478/2021-2022/AS478_BD_2021_2022.csv,2021-2022,csv,32674.6,lignes,244065
AS478,AS478_BD_2021_2022.zip,Archives/AS478/2021-2022/AS478_BD_2021_2022.zip,2021-2022,zip,2190.0,membres,1
AS478,AS-478_2022-2023_01_11045119.pdf,Archives/AS478/2022-2023/AS-478_2022-2023_01_11045119.pdf,2022-2023,pdf,24902.4,,
AS478,AS478_BD_2022_2023.csv,Archives/AS478/2022-2023/AS478_BD_2022_2023.csv,2022-2023,csv,32179.4,lignes,240369
AS480,AS-480-2010-11-General-Explications.pdf,Archives/AS480/2010-2111/AS-480-2010-11-General-Explications.pdf,2010,pdf,178.7,,
AS480,AS-480-CJ-general_autochtones-2010-2011-BD.xls,Archives/AS480/2010-2111/AS-480-CJ-general_autochtones-2010-2011-BD.xls,2010-2011,xls,6943.5,erreur,openpyxl does not support the old .xls f
AS480,AS-480-General-2010-2011-Formulaire.pdf,Archives/AS480/2010-2111/AS-480-General-2010-2011-Formulaire.pdf,2010-2011,pdf,118.7,,
AS480,AS-480-General-Autochtones-2010-11-BD.xls,Archives/AS480/2010-2111/AS-480-General-Autochtones-2010-11-BD.xls,2010,xls,6943.5,erreur,openpyxl does not support the old .xls f
AS480,Explications-AS-480A-2010-2011-Explications.pdf,Archives/AS480/2010-2111/Explications-AS-480A-2010-2011-Explications.pdf,2010-2011,pdf,148.9,,
AS480,Formulaire-autochtones-AS-480-2010-11.pdf,Archives/AS480/2010-2111/Formulaire-autochtones-AS-480-2010-11.pdf,2010,pdf,101.8,,
AS480,BD-AS-480-peoples-autochtones.xlsx,Archives/AS480/2011-2012/BD-AS-480-peoples-autochtones.xlsx,2011-2012,xlsx,1122.8,feuilles,135
AS480,BD-generale-et-peuples-autochtones-AS-480-CJ.xlsx,Archives/AS480/2011-2012/BD-generale-et-peuples-autochtones-AS-480-CJ.xlsx,2011-2012,xlsx,1122.8,feuilles,135
AS480,Explication-AS-480-2011-12-General.pdf,Archives/AS480/2011-2012/Explication-AS-480-2011-12-General.pdf,2011-2012,pdf,217.5,,
AS480,Explication-AS-480A-2011-201.pdf,Archives/AS480/2011-2012/Explication-AS-480A-2011-201.pdf,2011-2012,pdf,154.5,,
AS480,Formulaire-AS-480-A-peuples-autochtones.pdf,Archives/AS480/2011-2012/Formulaire-AS-480-A-peuples-autochtones.pdf,2011-2012,pdf,124.3,,
AS480,BD-AS-480-CJ-general_autochtones-2012-2013.xlsx,Archives/AS480/2012-2013/BD-AS-480-CJ-general_autochtones-2012-2013.xlsx,2012-2013,xlsx,1052.5,feuilles,135
AS480,Explication-AS-480G-2012-13.pdf,Archives/AS480/2012-2013/Explication-AS-480G-2012-13.pdf,2012-2013,pdf,185.9,,
AS480,ExplicationFormulaire-AS-480-General-2012-2013.pdf,Archives/AS480/2012-2013/ExplicationFormulaire-AS-480-General-2012-2013.pdf,2012-2013,pdf,128.1,,
AS480,Formulaire-AS-480-General-2012-2013.pdf,Archives/AS480/2012-2013/Formulaire-AS-480-General-2012-2013.pdf,2012-2013,pdf,128.1,,
